name,source_type
Reflex-Abnormal,2
Trichuriasis,2
Aortitis,2
Ileitis,2
Dental Leakage,2
Hyperopia,2
Failure to Thrive,2
Tic Disorders,2
Paratyphoid Fever,2
Osteochondroma,2
Sialadenitis,2
Avian Leukosis,2
Foot Deformities-Congenital,2
Eye Infections-Parasitic,2
Fibroadenoma,2
Abruptio Placentae,2
Salmonella Food Poisoning,2
MELAS Syndrome,2
Chylous Ascites,2
Dental Pulp Necrosis,2
Rh Isoimmunization,2
Decerebrate State,2
Drowning,2
Leg Length Inequality,2
Auditory Perceptual Disorders,2
Hyperandrogenism,2
Tennis Elbow,2
Encephalopathy-Bovine Spongiform,2
Choledochal Cyst,2
Diverticulosis-Esophageal,2
Dementia-Multi-Infarct,2
Lesch-Nyhan Syndrome,2
Heat Stress Disorders,2
Molluscum Contagiosum,2
Strongylida Infections,2
Hyperparathyroidism-Primary,2
Hyperuricemia,2
Calcium Metabolism Disorders,2
Syndactyly,2
Water Intoxication,2
Exostoses-Multiple Hereditary,2
Branchioma,2
Facial Nerve Diseases,2
Aphakia-Postcataract,2
Scleritis,2
Ventricular Premature Complexes,2
Phantom Limb,2
Leukemia-Myelomonocytic-Chronic,2
Hematemesis,2
Hypoventilation,2
Klippel-Trenaunay-Weber Syndrome,2
Rhabdoid Tumor,2
Exostoses,2
Jaw-Edentulous,2
Arachnoiditis,2
Disease Susceptibility,2
Hemobilia,2
Foot Injuries,2
HIV-Associated Lipodystrophy Syndrome,2
Mesonephroma,2
Blepharospasm,2
Neoplasms-Squamous Cell,2
Neuromyelitis Optica,2
Leukomalacia-Periventricular,2
Scurvy,2
Mitochondrial Encephalomyopathies,2
Brachial Plexus Neuropathies,2
Carotid Artery-Internal-Dissection,2
Tinea Capitis,2
Gigantism,2
Polyendocrinopathies-Autoimmune,2
Ectromelia,2
Cerebral Amyloid Angiopathy,2
Diverticulum-Esophageal,2
Fusobacterium Infections,2
Goiter-Endemic,2
Tooth Eruption-Ectopic,2
Microvascular Angina,2
Communication Disorders,2
Duodenogastric Reflux,2
Barotrauma,2
Cestode Infections,2
Synovitis-Pigmented Villonodular,2
Menkes Kinky Hair Syndrome,2
Oral Hemorrhage,2
Oral Ulcer,2
Histiocytosis-Sinus,2
Fluorosis-Dental,2
Foramen Ovale-Patent,2
Candidiasis-Cutaneous,2
Erysipelas,2
Fibromatosis-Aggressive,2
Puberty-Delayed,2
Hypersplenism,2
Helminthiasis-Animal,2
Adenoma-Chromophobe,2
Parathyroid Diseases,2
Toxoplasmosis-Cerebral,2
Myotonia,2
Overdose,2
Taeniasis,2
Bronchogenic Cyst,2
Hepatic Veno-Occlusive Disease,2
Dyskinesias,2
Carcinoma-Mucoepidermoid,2
Polyuria,2
Classical Swine Fever,2
Brugada Syndrome,2
Hyperbilirubinemia-Hereditary,2
Arterio-Arterial Fistula,2
Panniculitis-Nodular Nonsuppurative,2
Dysautonomia-Familial,2
Tuberculosis-Ocular,2
Progeria,2
Testicular Hydrocele,2
Communicable Diseases-Emerging,2
Mucolipidoses,2
Adenocarcinoma-Scirrhous,2
Carcinoma-Adenosquamous,2
Holoprosencephaly,2
Persistent Fetal Circulation Syndrome,2
Angelman Syndrome,2
Potassium Deficiency,2
Sturge-Weber Syndrome,2
Hemangioma-Capillary,2
Vitamin K Deficiency,2
Polyhydramnios,2
Foot Deformities-Acquired,2
Limb Deformities-Congenital,2
Caliciviridae Infections,2
Croup,2
Hydrothorax,2
Placenta Accreta,2
Psoas Abscess,2
Encephalitis-Arbovirus,2
Leukemia-Megakaryoblastic-Acute,2
Polyradiculoneuropathy-Chronic Inflammatory Demyelinating,2
Fetal Macrosomia,2
Cystadenoma-Mucinous,2
Small Cell Lung Carcinoma,2
Shoulder Fractures,2
Lymphangioleiomyomatosis,2
Night Blindness,2
Beckwith-Wiedemann Syndrome,2
Intracranial Hypotension,2
Erythema Infectiosum,2
Ventricular Dysfunction,2
Distemper,2
Spinal Muscular Atrophies of Childhood,2
Anus-Imperforate,2
Nails-Malformed,2
Neurofibromatosis 2,2
Cryptogenic Organizing Pneumonia,2
Athetosis,2
Protozoan Infections-Animal,2
Neurofibromatoses,2
Giant Cell Tumor of Bone,2
Farmer's Lung,2
Tooth Mobility,2
Hyphema,2
Kartagener Syndrome,2
Encephalitis-Herpes Simplex,2
Parasitic Diseases-Animal,2
Dumping Syndrome,2
Uveomeningoencephalitic Syndrome,2
Maple Syrup Urine Disease,2
Multiple Endocrine Neoplasia Type 2a,2
Empty Sella Syndrome,2
Dermatitis-Irritant,2
Foot Ulcer,2
Epiglottitis,2
Spastic Paraplegia-Hereditary,2
Optic Atrophies-Hereditary,2
Thyroglossal Cyst,2
Skin Diseases-Papulosquamous,2
Alcohol Amnestic Disorder,2
Sleep Disorders-Circadian Rhythm,2
Trematode Infections,2
Shoulder Impingement Syndrome,2
Epilepsy-Frontal Lobe,2
Vertebral Artery Dissection,2
Ehrlichiosis,2
Oxyuriasis,2
Leiomyomatosis,2
Dysplastic Nevus Syndrome,2
Prognathism,2
Heart Rupture-Post-Infarction,2
Impotence-Vasculogenic,2
Cell Transformation-Viral,2
Porphyria Cutanea Tarda,2
Hypophosphatemia,2
Leukemia-Plasma Cell,2
Myoepithelioma,2
Hypopigmentation,2
Prurigo,2
Periarthritis,2
Presbycusis,2
Purine-Pyrimidine Metabolism-Inborn Errors,2
Anxiety-Separation,2
Submandibular Gland Neoplasms,2
Choline Deficiency,2
Nephrosclerosis,2
Xanthogranuloma-Juvenile,2
Arbovirus Infections,2
Fetomaternal Transfusion,2
Coronavirus Infections,2
Dental Calculus,2
Herpes Labialis,2
Hymenolepiasis,2
Smoke Inhalation Injury,2
Mucopolysaccharidosis IV,2
Paralyses-Familial Periodic,2
Hepatorenal Syndrome,2
Choroiditis,2
Picornaviridae Infections,2
Facial Neuralgia,2
Dacryocystitis,2
Hyperlipidemia-Familial Combined,2
Needlestick Injuries,2
Leigh Disease,2
Chondrodysplasia Punctata,2
Velopharyngeal Insufficiency,2
Hemorrhagic Fevers-Viral,2
Leishmaniasis-Mucocutaneous,2
Chronic Periodontitis,2
Tooth Loss,2
Ciliary Motility Disorders,2
Epidermolysis Bullosa Dystrophica,2
Lentigo,2
Nasopharyngeal Diseases,2
Flatfoot,2
Mucopolysaccharidosis II,2
Lichenoid Eruptions,2
Tinea Pedis,2
Myositis-Inclusion Body,2
Complex Regional Pain Syndromes,2
Hashimoto Disease,2
Hypertension-Pregnancy-Induced,2
Hypolipoproteinemias,2
Burns-Inhalation,2
Multiple Personality Disorder,2
Rectal Prolapse,2
Deltaretrovirus Infections,2
Graves Ophthalmopathy,2
Tooth-Unerupted,2
Scrub Typhus,2
Leukodystrophy-Globoid Cell,2
Tay-Sachs Disease,2
Dental Enamel Hypoplasia,2
Syphilis-Cutaneous,2
Vascular Malformations,2
Dyslexia-Acquired,2
Carcinoma-Large Cell,2
Colitis-Ischemic,2
Sarcoma-Avian,2
Rare Diseases,2
Factor VII Deficiency,2
Mite Infestations,2
Dextrocardia,2
Tooth Injuries,2
Vitreoretinopathy-Proliferative,2
Embolism-Cholesterol,2
Tuberculosis-Hepatic,2
Cystadenocarcinoma-Papillary,2
Kidney Papillary Necrosis,2
Pneumopericardium,2
Endarteritis,2
Paragonimiasis,2
Protein S Deficiency,2
Tracheitis,2
Adams-Stokes Syndrome,2
Hyperlipoproteinemia Type IV,2
Arthritis-Gouty,2
Otitis,2
Chondroblastoma,2
Dermatofibrosarcoma,2
Cheilitis,2
Mutism,2
Heavy Chain Disease,2
Synostosis,2
POEMS Syndrome,2
Blepharitis,2
Epidural Abscess,2
Vitreous Hemorrhage,2
Focal Nodular Hyperplasia,2
Calciphylaxis,2
Jaw-Edentulous-Partially,2
Hoarseness,2
Hypoprothrombinemias,2
Atrophy,2
Jaw Abnormalities,2
Fat Necrosis,2
Acanthamoeba Keratitis,2
Feline Acquired Immunodeficiency Syndrome,2
Porcine Reproductive and Respiratory Syndrome,2
Hamartoma Syndrome-Multiple,2
Encephalomalacia,2
Atrioventricular Block,2
Lichen Sclerosus et Atrophicus,2
Dysentery,2
Stomach Rupture,2
Bone Marrow Neoplasms,2
Melena,2
Ketosis,2
Tachycardia-Ectopic Atrial,2
Coronary Occlusion,2
Gilbert Disease,2
Stomach Volvulus,2
Hypokinesia,2
Corneal Edema,2
Focal Infection,2
Cleidocranial Dysplasia,2
Ureterocele,2
Alphavirus Infections,2
Myotonia Congenita,2
Thrombasthenia,2
Amnesia-Retrograde,2
Dengue Hemorrhagic Fever,2
Adenomatous Polyps,2
Submandibular Gland Diseases,2
Trypanosomiasis-Bovine,2
Pneumonia-Ventilator-Associated,2
Chromoblastomycosis,2
Dentigerous Cyst,2
Forearm Injuries,2
Rheumatoid Nodule,2
Tinea Versicolor,2
Postpoliomyelitis Syndrome,2
Vasculitis-Central Nervous System,2
Anemia-Refractory,2
Lambert-Eaton Myasthenic Syndrome,2
Pica,2
Trichotillomania,2
Angiofibroma,2
Tooth Demineralization,2
Optic Nerve Injuries,2
Endodermal Sinus Tumor,2
Pseudomyxoma Peritonei,2
Hyperammonemia,2
Hemangioblastoma,2
Endocrine Gland Neoplasms,2
Serum Sickness,2
Rocky Mountain Spotted Fever,2
Lymphomatoid Granulomatosis,2
Achlorhydria,2
Hypovolemia,2
Conjunctivitis-Bacterial,2
Microsporidiosis,2
Bone Cysts-Aneurysmal,2
Dystonia Musculorum Deformans,2
Pancreatitis-Alcoholic,2
Cystic Adenomatoid Malformation of Lung-Congenital,2
Polydactyly,2
Sleep Apnea-Central,2
Dysthymic Disorder,2
Brain Stem Neoplasms,2
Presbyopia,2
Endocardial Fibroelastosis,2
Neurasthenia,2
Anaplasmosis,2
Reoviridae Infections,2
Spondylarthropathies,2
Avitaminosis,2
Spondylolysis,2
Porphyria-Acute Intermittent,2
Stomatitis-Denture,2
Hypertrophy-Right Ventricular,2
Lymphogranuloma Venereum,2
Pierre Robin Syndrome,2
Uveal Diseases,2
Leukoplakia,2
Lung Injury,2
Dandy-Walker Syndrome,2
Alkaptonuria,2
Boutonneuse Fever,2
Roseolovirus Infections,2
Optic Atrophy-Hereditary-Leber,2
Multiple Chemical Sensitivity,2
Impetigo,2
Carcinoma-Ductal,2
Embolism-Amniotic Fluid,2
Pregnancy-Abdominal,2
Chediak-Higashi Syndrome,2
Activated Protein C Resistance,2
Neoplasms-Nerve Tissue,2
Hereditary Sensory and Autonomic Neuropathies,2
Granuloma Annulare,2
Osteoradionecrosis,2
Leprosy-Tuberculoid,2
Superinfection,2
Arsenic Poisoning,2
Xerophthalmia,2
Somatosensory Disorders,2
Vulvovaginitis,2
Typhus-Epidemic Louse-Borne,2
Central Nervous System Infections,2
Sarcoma-Myeloid,2
Postoperative Nausea and Vomiting,2
Abortion-Septic,2
Vesicovaginal Fistula,2
Lithiasis,2
Rhabdomyosarcoma-Embryonal,2
Weil Disease,2
Radicular Cyst,2
Hemangioma-Cavernous-Central Nervous System,2
Leukemic Infiltration,2
Cardiomyopathy-Alcoholic,2
Drug Toxicity,2
Gonadal Dysgenesis-46-Y,2
Embolism-Paradoxical,2
Bell Palsy,2
Angiodysplasia,2
Tumor Lysis Syndrome,2
Crush Syndrome,2
Rhinoscleroma,2
Anomia,2
Oligohydramnios,2
Agraphia,2
Hyperglycemic Hyperosmolar Nonketotic Coma,2
Granuloma-Pyogenic,2
Leukemia L5178,2
Ileus,2
Adrenocortical Carcinoma,2
Klippel-Feil Syndrome,2
Exotropia,2
ACTH Syndrome-Ectopic,2
Burning Mouth Syndrome,2
Spinal Cord Ischemia,2
Trismus,2
Splenic Infarction,2
Colonic Pseudo-Obstruction,2
Albinism-Oculocutaneous,2
Hemangioendothelioma-Epithelioid,2
Riboflavin Deficiency,2
Osteolysis-Essential,2
Hypoplastic Left Heart Syndrome,2
Meconium Aspiration Syndrome,2
Adrenocortical Adenoma,2
Pituitary Apoplexy,2
Hypoproteinemia,2
Thyroid Crisis,2
Borrelia Infections,2
Gastrinoma,2
Tricuspid Valve Stenosis,2
IgA Deficiency,2
Thymus Hyperplasia,2
Hypertrophy,2
Fatty Liver-Alcoholic,2
DNA Virus Infections,2
Ochronosis,2
Larva Migrans,2
Paraneoplastic Syndromes-Nervous System,2
Fecal Impaction,2
Neoplasms-Neuroepithelial,2
Kearns-Sayre Syndrome,2
Cerebrospinal Fluid Otorrhea,2
Leukorrhea,2
Histiocytic Necrotizing Lymphadenitis,2
Jaw Cysts,2
Intestinal Volvulus,2
Akathisia-Drug-Induced,2
Torsion Abnormality,2
Optic Nerve Neoplasms,2
Melkersson-Rosenthal Syndrome,2
Twins-Conjoined,2
Hypophosphatasia,2
Serotonin Syndrome,2
Heat Stroke,2
Aphasia-Wernicke,2
Vitamin B Deficiency,2
Leukemia-Myeloid-Chronic-Phase,2
Olivopontocerebellar Atrophies,2
Pseudolymphoma,2
Glycogen Storage Disease Type V,2
Biliary Dyskinesia,2
Malocclusion-Angle Class I,2
Lacerations,2
Cutis Laxa,2
Carcinoma-Embryonal,2
Cardiomyopathy-Restrictive,2
Odontoma,2
Cockayne Syndrome,2
Sunburn,2
Fluoride Poisoning,2
Tick Infestations,2
Cystadenocarcinoma-Mucinous,2
Burkholderia Infections,2
Stomatitis-Herpetic,2
Ganglioglioma,2
Subphrenic Abscess,2
Glomus Jugulare Tumor,2
Cochlear Diseases,2
Abducens Nerve Diseases,2
Ancylostomiasis,2
Hallux Valgus,2
Autoimmune Diseases of the Nervous System,2
Bronchitis-Chronic,2
Frontotemporal Dementia,2
Balanitis,2
Bacteroidaceae Infections,2
Borna Disease,2
Amelogenesis Imperfecta,2
Vestibulocochlear Nerve Diseases,2
Epilepsy-Post-Traumatic,2
Corneal Neovascularization,2
Lens Diseases,2
Pulmonary Atresia,2
Constriction-Pathologic,2
Wallerian Degeneration,2
Larva Migrans-Visceral,2
Glucagonoma,2
Subdural Effusion,2
Pyelonephritis-Xanthogranulomatous,2
Hypohidrosis,2
Colles' Fracture,2
Peritonsillar Abscess,2
Bluetongue,2
Epilepsy-Reflex,2
De Lange Syndrome,2
Factor V Deficiency,2
Mesenteric Cyst,2
Tooth-Nonvital,2
Bloom Syndrome,2
Yersinia pseudotuberculosis Infections,2
Radiation Pneumonitis,2
Machado-Joseph Disease,2
Pulmonary Valve Insufficiency,2
Felty's Syndrome,2
Sialorrhea,2
Azoospermia,2
Hyperoxaluria,2
Cystadenoma-Serous,2
Carcinoma-Verrucous,2
Bladder Exstrophy,2
Incontinentia Pigmenti,2
Periostitis,2
Skin Diseases-Viral,2
Myelinolysis-Central Pontine,2
Anemia-Refractory-with Excess of Blasts,2
Histiocytosis,2
Suppuration,2
AIDS-Associated Nephropathy,2
Thecoma,2
Hyperostosis-Diffuse Idiopathic Skeletal,2
Lymphangiectasis,2
Pellagra,2
Dyspareunia,2
Ureaplasma Infections,2
Poxviridae Infections,2
Environmental Illness,2
Scleral Diseases,2
Legionellosis,2
Salivary Duct Calculi,2
Neuritis-Autoimmune-Experimental,2
Eye Diseases-Hereditary,2
Gliosarcoma,2
Elliptocytosis-Hereditary,2
Furunculosis,2
Sertoli Cell Tumor,2
Hemifacial Spasm,2
Waardenburg's Syndrome,2
Diabetes Insipidus-Nephrogenic,2
Anemia-Hemolytic-Congenital Nonspherocytic,2
Pilomatrixoma,2
Keratoconjunctivitis Sicca,2
Hyperoxaluria-Primary,2
Monoclonal Gammopathy of Undetermined Significance,2
Periapical Granuloma,2
Phagocyte Bactericidal Dysfunction,2
Chondromatosis-Synovial,2
Carotid-Cavernous Sinus Fistula,2
Muscle Hypertonia,2
Gingivitis-Necrotizing Ulcerative,2
Chancroid,2
Ectoparasitic Infestations,2
Funnel Chest,2
Nose Deformities-Acquired,2
Urogenital Abnormalities,2
Kernicterus,2
Necrobiosis Lipoidica,2
Persian Gulf Syndrome,2
Lathyrism,2
Encopresis,2
Empyema-Subdural,2
Uveitis-Posterior,2
Swayback,2
Hernia-Abdominal,2
Iliac Aneurysm,2
Carcinoma-Acinar Cell,2
Nevus-Blue,2
Central Nervous System Cysts,2
Osteoarthropathy-Primary Hypertrophic,2
Pulmonary Veno-Occlusive Disease,2
Hyperesthesia,2
Anophthalmos,2
Retinal Necrosis Syndrome-Acute,2
Micronuclei-Chromosome-Defective,2
Tuberculoma-Intracranial,2
Murine Acquired Immunodeficiency Syndrome,2
Rhabdomyosarcoma-Alveolar,2
Laryngismus,2
Bird Fancier's Lung,2
Rhinitis-Atrophic,2
Eisenmenger Complex,2
Hypothalamic Neoplasms,2
Tauopathies,2
Vulvitis,2
MPTP Poisoning,2
Leukemoid Reaction,2
Hearing Loss-High-Frequency,2
Lupus Vasculitis-Central Nervous System,2
Dermatitis-Photoallergic,2
Clonorchiasis,2
Port-Wine Stain,2
Job's Syndrome,2
Paronychia,2
Acantholysis,2
Bites-Human,2
Neisseriaceae Infections,2
Gardner Syndrome,2
Echovirus Infections,2
Lymphocele,2
Facial Hemiatrophy,2
Urolithiasis,2
Pupil Disorders,2
Eye Hemorrhage,2
Carcinoma-Papillary-Follicular,2
Abortion-Missed,2
Lyme Neuroborreliosis,2
Syphilis-Cardiovascular,2
Gestational Trophoblastic Neoplasms,2
Neoplasms-Vascular Tissue,2
Stiff-Person Syndrome,2
Lens Subluxation,2
Paget's Disease-Mammary,2
Porokeratosis,2
Papilloma-Inverted,2
Amputation-Traumatic,2
Histiocytic Sarcoma,2
Osteochondritis Dissecans,2
Refsum Disease,2
Tuberculosis-Male Genital,2
Neoplasms-Fibrous Tissue,2
Meningitis-Listeria,2
Gastritis-Hypertrophic,2
Ophthalmia-Sympathetic,2
Ecchymosis,2
Eye Infections,2
Poliomyelitis-Bulbar,2
Brain Stem Infarctions,2
Aortic Stenosis-Subvalvular,2
Mucopolysaccharidosis III,2
Erysipelothrix Infections,2
Lordosis,2
Choledocholithiasis,2
Hepatopulmonary Syndrome,2
Shy-Drager Syndrome,2
Uterine Perforation,2
Malformations of Cortical Development,2
Fournier Gangrene,2
Diastema,2
Amyloid Neuropathies,2
Lymphangiectasis-Intestinal,2
Bile Reflux,2
Smith-Lemli-Opitz Syndrome,2
Hernia-Femoral,2
Tuberculosis-Cardiovascular,2
Pedophilia,2
Phosphorus Metabolism Disorders,2
Adrenal Cortex Diseases,2
Granuloma-Lethal Midline,2
Protein C Deficiency,2
Neonatal Abstinence Syndrome,2
Pityriasis,2
Sclerosis,2
Leprosy-Borderline,2
Pilonidal Sinus,2
Adenoma-Liver Cell,2
Spondylarthritis,2
Mallory-Weiss Syndrome,2
Asthenopia,2
Jaundice-Chronic Idiopathic,2
Tuberculosis-Laryngeal,2
Goldenhar Syndrome,2
Cri-du-Chat Syndrome,2
Hyperlipoproteinemia Type III,2
Encephalomyelitis-Equine,2
Tooth Resorption,2
Head Injuries-Penetrating,2
Lymphangitis,2
Actinobacillus Infections,2
Pneumonia-Lipid,2
Iridocyclitis,2
Nail-Patella Syndrome,2
Yellow Fever,2
Cataplexy,2
Bulbar Palsy-Progressive,2
Plaque-Atherosclerotic,2
Peroxisomal Disorders,2
Epiretinal Membrane,2
Kidney Cortex Necrosis,2
Hemoglobinuria,2
Superior Mesenteric Artery Syndrome,2
Orbital Pseudotumor,2
Pityriasis Rubra Pilaris,2
Laryngeal Edema,2
Erythromelalgia,2
Factor XIII Deficiency,2
Keratosis-Seborrheic,2
Anemia-Dyserythropoietic-Congenital,2
Anemia-Neonatal,2
Factor XI Deficiency,2
Rupture-Spontaneous,2
Hyperostosis-Cortical-Congenital,2
Foot Deformities,2
Hidradenitis Suppurativa,2
Sex Cord-Gonadal Stromal Tumors,2
Neoplasm Regression-Spontaneous,2
Gastroschisis,2
Oliguria,2
Infectious Bovine Rhinotracheitis,2
Neoplasms-Connective Tissue,2
Fibroma-Ossifying,2
Ocular Hypotension,2
Genomic Instability,2
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,2
Capgras Syndrome,2
HTLV-II Infections,2
Mastocytosis-Systemic,2
Angiokeratoma,2
Limbic Encephalitis,2
Uterine Cervical Incompetence,2
Vaginal Fistula,2
Pancoast Syndrome,2
Gangliosidoses,2
Heart Failure-Systolic,2
Retropharyngeal Abscess,2
Zygomycosis,2
Mouth Breathing,2
Acute Disease,2
Neurocytoma,2
Osteitis Fibrosa Cystica,2
Shwartzman Phenomenon,2
Hantavirus Infections,2
Gingival Recession,2
Bartonella Infections,2
Erythema Chronicum Migrans,2
Gastric Dilatation,2
Goiter-Substernal,2
Hyperostosis,2
Cor Triatriatum,2
Abetalipoproteinemia,2
Zygomatic Fractures,2
Hemoglobin SC Disease,2
Cardiovirus Infections,2
Actinomycosis-Cervicofacial,2
HIV Wasting Syndrome,2
Brenner Tumor,2
Anterior Compartment Syndrome,2
Pouchitis,2
CADASIL,2
REM Sleep Behavior Disorder,2
Facial Nerve Injuries,2
Trigeminal Nerve Diseases,2
Sertoli-Leydig Cell Tumor,2
Neurocutaneous Syndromes,2
Hematoma-Epidural-Spinal,2
Adenoma-Villous,2
Arthus Reaction,2
Silicotuberculosis,2
Ophthalmoplegia-Chronic Progressive External,2
Lateral Medullary Syndrome,2
Hematoma-Subdural-Chronic,2
Amniotic Band Syndrome,2
Alagille Syndrome,2
Zellweger Syndrome,2
Jaw Fractures,2
Maxillary Fractures,2
Oral Submucous Fibrosis,2
Dermatitis-Phototoxic,2
Immune Reconstitution Inflammatory Syndrome,2
Sarcoma-Endometrial Stromal,2
Diaphragmatic Eventration,2
Periodontal Attachment Loss,2
Skin Abnormalities,2
Thyroiditis-Subacute,2
Nevus-Epithelioid and Spindle Cell,2
Conjunctivitis-Inclusion,2
Metaplasia,2
Strongyle Infections-Equine,2
Salivary Gland Calculi,2
Cheyne-Stokes Respiration,2
Sinoatrial Block,2
Choroid Plexus Neoplasms,2
Tympanic Membrane Perforation,2
Fasciculation,2
Relapsing Fever,2
Leukemia-Prolymphocytic,2
Gastroenteritis-Transmissible-of Swine,2
Mixed Tumor-Mullerian,2
Polycystic Kidney-Autosomal Recessive,2
Congenital Disorders of Glycosylation,2
Parapsoriasis,2
Central Nervous System Viral Diseases,2
Mouth Abnormalities,2
Popliteal Cyst,2
Enchondromatosis,2
Renal Tubular Transport-Inborn Errors,2
Pre-Excitation Syndromes,2
Struma Ovarii,2
Miller Fisher Syndrome,2
PC12 Cells,2
Migraine without Aura,2
Duane Retraction Syndrome,2
Peanut Hypersensitivity,2
Labor Pain,2
Tangier Disease,2
Respiratory Tract Fistula,2
Cardiomyopathy-Hypertrophic-Familial,2
Kallmann Syndrome,2
Near Drowning,2
Gingival Overgrowth,2
Rothmund-Thomson Syndrome,2
Histiocytoma-Malignant Fibrous,2
Iritis,2
Tick-Borne Diseases,2
Sexually Transmitted Diseases-Bacterial,2
Medullary Sponge Kidney,2
Candidiasis-Chronic Mucocutaneous,2
Alcohol-Induced Disorders-Nervous System,2
Diffuse Axonal Injury,2
Blindness-Cortical,2
Prune Belly Syndrome,2
Skin Diseases-Genetic,2
Diaper Rash,2
Fractures-Compression,2
Pneumocystis Infections,2
Berylliosis,2
Brain Injury-Chronic,2
Hypertensive Encephalopathy,2
Anisakiasis,2
Sprue-Tropical,2
Epilepsy-Rolandic,2
Aniridia,2
Serratia Infections,2
Rubinstein-Taybi Syndrome,2
Muscular Dystrophy-Facioscapulohumeral,2
Meningitis-Fungal,2
Joint Deformities-Acquired,2
Angiomatosis-Bacillary,2
Loiasis,2
Epidural Neoplasms,2
Papillon-Lefevre Disease,2
Hip Dysplasia-Canine,2
Epidermolysis Bullosa Simplex,2
Togaviridae Infections,2
Urachal Cyst,2
Retrognathism,2
Muscular Dystrophies-Limb-Girdle,2
Amyloid Neuropathies-Familial,2
Brain Diseases-Metabolic-Inborn,2
Apudoma,2
Tooth Migration,2
Laurence-Moon Syndrome,2
Oophoritis,2
Abnormalities-Severe Teratoid,2
Hypertelorism,2
Endolymphatic Hydrops,2
Sick Building Syndrome,2
Argyria,2
Beriberi,2
Dictyocaulus Infections,2
Micrognathism,2
Myopathies-Nemaline,2
Enzootic Bovine Leukosis,2
Myelolipoma,2
Mental Retardation-X-Linked,2
Slow Virus Diseases,2
Infratentorial Neoplasms,2
Hypokalemic Periodic Paralysis,2
Heart Failure-Diastolic,2
Factor X Deficiency,2
Hemorrhagic Fever-Ebola,2
Capillary Leak Syndrome,2
Ganglion Cysts,2
Teratocarcinoma,2
Iris Neoplasms,2
Dentinogenesis Imperfecta,2
Sweat Gland Diseases,2
Pericarditis-Tuberculous,2
Myoma,2
Sweating-Gustatory,2
Pituitary ACTH Hypersecretion,2
Bordetella Infections,2
Esthesioneuroblastoma-Olfactory,2
Choanal Atresia,2
Liposarcoma-Myxoid,2
Open Bite,2
Obesity Hypoventilation Syndrome,2
Rickettsiaceae Infections,2
Melanoma-Amelanotic,2
Dyskeratosis Congenita,2
Obesity-Abdominal,2
Pseudohypoaldosteronism,2
Embryo Loss,2
Hypotrichosis,2
Lipomatosis-Multiple Symmetrical,2
Ergotism,2
Chromosome Breakage,2
Tuberculosis-Oral,2
Ecthyma-Contagious,2
Myopathies-Structural-Congenital,2
Rectovaginal Fistula,2
Myoclonic Epilepsy-Juvenile,2
Catheter-Related Infections,2
Periodontal Abscess,2
Fibrous Dysplasia-Monostotic,2
Mucositis,2
Retinal Drusen,2
Hyperbilirubinemia-Neonatal,2
Anthracosilicosis,2
Angioid Streaks,2
Epidermolysis Bullosa Acquisita,2
Neoplasms-Basal Cell,2
Somnambulism,2
Angiomyoma,2
Orofaciodigital Syndromes,2
Chronobiology Disorders,2
Nephrolithiasis,2
Kaposi Varicelliform Eruption,2
Wolfram Syndrome,2
Tarsal Tunnel Syndrome,2
Spirochaetales Infections,2
Epidermodysplasia Verruciformis,2
Equine Infectious Anemia,2
Eosinophilia-Myalgia Syndrome,2
Mesenteric Lymphadenitis,2
Dry Socket,2
Pemphigoid Gestationis,2
Lipoid Proteinosis of Urbach and Wiethe,2
Shock-Surgical,2
Megacolon-Toxic,2
Neuralgia-Postherpetic,2
Shaken Baby Syndrome,2
Uterine Inertia,2
Lightning Injuries,2
Hemorrhagic Fever-American,2
Peroneal Neuropathies,2
Wasting Syndrome,2
Scheuermann Disease,2
Prosopagnosia,2
Chromosomal Instability,2
Dens in Dente,2
Headache Disorders-Primary,2
Hyperostosis Frontalis Interna,2
Labyrinthitis,2
Sandhoff Disease,2
Postphlebitic Syndrome,2
Epidermolysis Bullosa-Junctional,2
Fasciitis-Plantar,2
Macroglossia,2
Sarcoma-Clear Cell,2
Proctocolitis,2
Myopia-Degenerative,2
Favism,2
Pyuria,2
Trauma-Nervous System,2
Dentin-Secondary,2
Monosomy,2
Rhinosporidiosis,2
Bone Malalignment,2
Byssinosis,2
Earache,2
Causalgia,2
Pantothenate Kinase-Associated Neurodegeneration,2
Bernard-Soulier Syndrome,2
Multiple Endocrine Neoplasia Type 2b,2
Pneumonia-Progressive Interstitial-of Sheep,2
Cherubism,2
Ethmoid Sinusitis,2
Tics,2
Hyperlipoproteinemia Type I,2
Bone Diseases-Infectious,2
Neurogenic Inflammation,2
Tabes Dorsalis,2
Osteoblastoma,2
Solitary Fibrous Tumors,2
Ossification of Posterior Longitudinal Ligament,2
Aphakia,2
Mydriasis,2
Hyperphosphatemia,2
African Swine Fever,2
Hand-Foot and Mouth Disease,2
Melorheostosis,2
Retinoschisis,2
Thyroid Hormone Resistance Syndrome,2
Hemolysis,2
Tuberculosis-Splenic,2
Lymphangiomyoma,2
Bardet-Biedl Syndrome,2
Heredodegenerative Disorders-Nervous System,2
Diabetes Insipidus-Neurogenic,2
Nonodontogenic Cysts,2
Adenomyoma,2
Acrospiroma,2
Pain Insensitivity-Congenital,2
Splenosis,2
